name,description_text,image_url,type,rarity,habitat,climate,season,properties,effects,preparation,parts_used,harvest_difficulty,market_value,toxicity_level,antidote,magical_uses,growth_time,cultivable,warnings,lore,id,created_date,updated_date,created_by_id,created_by,is_sample,world_id
Colchique d'Automne,"Délicate fleur mauve ressemblant à un crocus qui émerge sans feuilles en automne. Toutes ses parties contiennent de la colchicine, un poison puissant sans antidote spécifique.",,Poison,Peu commune,"Prairies humides, prés de montagne",Tempéré,Automne,,,MORTEL À FAIBLES DOSES. Ressemble dangereusement à l'ail des ours comestible au printemps. Une confusion qui tue régulièrement des cueilleurs.,,Facile,55,Mortel,AUCUN ANTIDOTE SPÉCIFIQUE. Seule la magie divine de très haut niveau peut sauver. Souhait ou Miracle nécessaires. La mort survient en 3-7 jours dans d'atroces souffrances.,"À doses infinitésimales, peut traiter la goutte magiquement induite. Les nécromanciens l'étudient car elle arrête la division cellulaire.",6 mois,TRUE,EXTRÊMEMENT DANGEREUX. Souvent confondu avec l'ail des ours au printemps - erreur mortelle. Les symptômes apparaissent trop tard pour un traitement efficace. Pas d'antidote chimique ou alchimique. Seule la magie divine de haut niveau peut sauver.,"Son nom vient de Colchide, patrie de la sorcière Médée. Les empoisonneurs l'apprécient car les symptômes retardés rendent l'enquête difficile. Certains l'appellent 'tue-chien' car les animaux en meurent fréquemment.",68e2278ced491e7a3c2d0bd6,2025-10-05T08:08:44.065000,2025-10-05T08:08:44.065000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Muguet Trompeur,"Délicates petites clochettes blanches au parfum doux et suave. Symbole du bonheur et du renouveau, mais toutes ses parties sont mortellement toxiques.",,Poison,Commune,"Forêts ombragées, sous-bois, jardins",Tempéré,Printemps,,,"Toute la plante est toxique, y compris les fleurs, baies, feuilles et même l'eau du vase. Les baies rouges d'été sont particulièrement dangereuses pour les enfants.",,Très facile,20,Très toxique,"Sort de restauration mineure peut stabiliser, mais restauration supérieure recommandée pour neutraliser complètement le poison.","À doses infimes, utilisé dans les potions de régulation cardiaque. Son parfum entre dans les charmes d'attraction. Symbole du retour du bonheur au printemps.",3 mois,TRUE,Même l'eau dans laquelle le muguet a trempé est toxique. Les enfants sont attirés par les jolies baies rouges d'été. Plusieurs décès d'enfants chaque année. Se laver les mains après manipulation.,"Offert traditionnellement le 1er mai comme porte-bonheur. Ironiquement, cette fleur du bonheur peut apporter la mort. Les fées l'adorent et le protègent - le cueillir peut attirer leur colère.",68e2278ced491e7a3c2d0bd7,2025-10-05T08:08:44.065000,2025-10-05T08:08:44.065000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Curcuma Doré,Rhizome orange vif au goût légèrement amer et poivré. Utilisé depuis des millénaires pour ses propriétés anti-inflammatoires exceptionnelles et sa couleur dorée caractéristique.,,Aromate,Peu commune,Régions tropicales chaudes et humides,Tropical,Toute l'année,,,"Le rhizome peut être utilisé frais, séché en poudre, ou mélangé avec du poivre noir pour augmenter son absorption",,Moyen,10,Non toxique,,La poudre dorée est utilisée dans les rituels de protection et de purification. Les moines l'utilisent pour teindre leurs robes.,8-10 mois,TRUE,Peut tacher les vêtements et la peau de façon permanente.,"Appelé 'l'or des épices' par les marchands. Dans certaines cultures, on l'offre lors des mariages comme symbole de prospérité et de santé.",68e2269eb636830b454d2ffe,2025-10-05T08:04:46.742000,2025-10-05T08:04:46.742000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Ail des Vampires,Bulbe composé de plusieurs gousses à l'odeur piquante caractéristique. Réputé pour repousser les créatures maléfiques et renforcer le système immunitaire.,,Aromate,Commune,"Jardins, terres cultivées",Tempéré,Été,,,"Peut être consommé cru (plus puissant mais odeur forte), cuit, ou porté en collier contre les vampires",,Très facile,2,Non toxique,,Utilisé dans les rituels de protection contre les créatures maléfiques. Les chasseurs de vampires en portent toujours.,6-8 mois,TRUE,Provoque une haleine très forte. -1 aux jets de Charisme (Persuasion) pendant 4 heures après consommation crue.,Les paysans suspendent des tresses d'ail aux portes pour protéger leur maison. Un vampire n'a jamais franchi un seuil orné d'ail.,68e2269eb636830b454d2fff,2025-10-05T08:04:46.742000,2025-10-05T08:04:46.742000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Romarin du Souvenir,Arbuste aromatique aux feuilles en forme d'aiguilles et aux fleurs bleues pâles. Symbole du souvenir et utilisé pour améliorer la mémoire et la concentration.,,Aromate,Commune,"Collines ensoleillées, climats méditerranéens, jardins",Tempéré,Toute l'année,,,"Inhalé frais, infusé en thé, brûlé comme encens, ou utilisé en cuisine",,Très facile,3,Non toxique,,Utilisé dans les rituels de mémoire et de préservation. Les érudits en brûlent dans leurs bibliothèques.,4-6 mois,TRUE,"En très grandes quantités, peut causer des maux d'estomac.",Tradition veut qu'on porte du romarin lors des funérailles en souvenir des défunts. Les étudiants en portent lors des examens.,68e2269eb636830b454d3000,2025-10-05T08:04:46.742000,2025-10-05T08:04:46.742000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Basilic Sacré,Herbe aromatique aux feuilles vertes brillantes et au parfum doux. Considéré comme sacré dans plusieurs cultures et utilisé pour réduire le stress.,,Aromate,Commune,"Jardins, climats chauds",Tempéré,Été,,,"Feuilles fraîches consommées en tisane, ajoutées aux aliments, ou portées sur soi",,Très facile,2,Non toxique,,Utilisé dans les bénédictions et rituels de purification. Planté devant les temples.,2-3 mois,TRUE,Aucun. Extrêmement sûr.,"Dans certaines cultures, le basilic ne peut être coupé qu'avec de l'or. On le place dans les mains des défunts pour assurer leur passage sûr.",68e2269eb636830b454d3001,2025-10-05T08:04:46.742000,2025-10-05T08:04:46.742000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Calendula Guérisseur,"Fleurs orange ou jaune vif aux pétales comestibles. Excellente pour guérir les blessures cutanées, brûlures et inflammations.",,Plante médicinale,Commune,"Jardins, champs, bords de chemins",Tempéré,Printemps à automne,,,"Les pétales sont utilisés frais en cataplasme, infusés en huile, ou préparés en pommade",,Très facile,4,Non toxique,,Utilisée dans les baumes de guérison mineure. Les fleurs séchées conservent leurs propriétés pendant des années.,2-3 mois,TRUE,Les personnes allergiques aux marguerites peuvent être allergiques au calendula.,"Appelée 'or de Marie', cette fleur est bénie dans certains temples. Les guérisseurs itinérants en transportent toujours.",68e2269eb636830b454d3002,2025-10-05T08:04:46.742000,2025-10-05T08:04:46.742000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Fenugrec des Mères,Petite plante aux graines dorées au goût légèrement amer et au parfum de sirop d'érable. Traditionnellement utilisée pour stimuler la lactation et augmenter la vitalité.,,Aromate,Commune,"Régions méditerranéennes, champs cultivés",Tempéré,Printemps,,,"Les graines sont grillées et moulues, ou germées et consommées",,Facile,5,Non toxique,,Utilisé dans les rituels de fertilité et de prospérité,4 mois,TRUE,Peut donner une légère odeur corporelle de sirop d'érable. Les femmes enceintes devraient éviter en grandes quantités.,Considéré comme sacré par les sages-femmes. Un dicton dit : 'Le fenugrec vaut son pesant d'or pour une mère.',68e2269eb636830b454d3003,2025-10-05T08:04:46.742000,2025-10-05T08:04:46.742000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Consoude du Guérisseur,Grande plante aux larges feuilles poilues et aux fleurs en clochettes roses ou pourpres. Surnommée 'soudeuse d'os' pour sa capacité remarquable à accélérer la guérison des fractures.,,Plante médicinale,Commune,"Zones humides, bords de rivières, prairies",Tempéré,Printemps à été,,,USAGE EXTERNE UNIQUEMENT. Les feuilles et racines sont préparées en cataplasme ou pommade,,Facile,7,Modérément toxique,N'est toxique que si ingérée. Ne jamais consommer par voie orale.,Utilisée dans les baumes de guérison puissants. Les chirurgiens-barbiers en gardent toujours.,4 mois,TRUE,NE JAMAIS INGÉRER. Usage externe uniquement. Ne pas appliquer sur des plaies infectées ou profondes.,Les chevaliers blessés recevaient des cataplasmes de consoude. Son nom vient d'un ancien mot signifiant 'joindre ensemble'.,68e2269eb636830b454d3004,2025-10-05T08:04:46.742000,2025-10-05T08:04:46.742000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Plantain Lancéolé,Plante aux feuilles allongées en forme de lance et aux épis de fleurs brunes. Pousse partout et est l'un des premiers secours de la nature pour les piqûres et petites blessures.,,Plante médicinale,Commune,"Partout - pelouses, chemins, jardins, terrains vagues",Tous climats,Printemps à automne,,,"Les feuilles fraîches peuvent être mâchées et appliquées directement en cas d'urgence, ou préparées en cataplasme",,Très facile,1,Non toxique,,Considéré comme une bénédiction des dieux pour les voyageurs. Pousse là où les gens en ont besoin.,2 mois,TRUE,Aucun. L'une des plantes les plus sûres qui existe.,Appelé 'le pansement de la nature'. Les rangers enseignent à tous les aventuriers à reconnaître cette plante salvatrice.,68e2269eb636830b454d3005,2025-10-05T08:04:46.742000,2025-10-05T08:04:46.742000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Achillée Millefeuille,Plante aux feuilles finement découpées et aux ombelles de fleurs blanches ou roses. Utilisée depuis l'Antiquité pour arrêter les saignements et guérir les blessures de guerre.,,Plante médicinale,Commune,"Prairies, bords de chemins, terrains ensoleillés",Tempéré,Été,,,"Les feuilles fraîches sont écrasées et appliquées directement sur les blessures, ou séchées pour une utilisation ultérieure",,Très facile,6,Non toxique,,"Portée sur soi, protège des blessures au combat. Utilisée dans les rituels de protection des soldats.",3-4 mois,TRUE,Peut causer des réactions allergiques chez les personnes sensibles aux Astéracées.,Son nom vient d'Achille qui l'utilisait pour soigner ses soldats. Tout guerrier sage en porte sur lui.,68e2269eb636830b454d3006,2025-10-05T08:04:46.742000,2025-10-05T08:04:46.742000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Bardane Accrocheuse,Grande plante aux larges feuilles et aux fleurs pourpres entourées de crochets collants. Ses racines sont un puissant purificateur sanguin.,,Plante médicinale,Commune,"Terrains perturbés, bords de chemins, friches",Tempéré,Été à automne,,,"Les racines sont déterrées en automne, nettoyées et cuites ou préparées en décoction",,Facile,4,Non toxique,,Les crochets collants sont utilisés dans les sorts d'attachement et de lien. Les racines dans les potions de purification.,5-6 mois,TRUE,Les personnes allergiques aux marguerites doivent être prudentes. Peut interagir avec les anticoagulants magiques.,Les enfants lancent les fleurs épineuses qui s'accrochent aux vêtements. Un herboriste dit: 'Ce qui s'accroche dehors nettoie dedans.',68e2269eb636830b454d3007,2025-10-05T08:04:46.742000,2025-10-05T08:04:46.742000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Mélisse Citronnée,Plante au doux parfum de citron qui attire les abeilles. Utilisée depuis le Moyen Âge pour calmer les nerfs et améliorer l'humeur.,,Aromate,Commune,"Jardins, terrains ensoleillés",Tempéré,Été,,,Les feuilles fraîches ou séchées sont infusées en thé délicieux au goût de citron,,Très facile,3,Non toxique,,Attire les fées et esprits bienveillants. Utilisée dans les charmes d'amour et d'amitié.,3 mois,TRUE,Aucun. Peut être consommée en toute sécurité par tous.,Les moines médiévaux la cultivaient pour 'rendre le cœur joyeux'. Les bardes en boivent avant leurs performances.,68e2269eb636830b454d3008,2025-10-05T08:04:46.742000,2025-10-05T08:04:46.742000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Chardon-Marie Protecteur,Grande plante épineuse aux fleurs pourpres et aux feuilles marbrées de blanc. Ses graines sont le remède le plus puissant pour protéger et régénérer le foie.,,Plante médicinale,Peu commune,"Terrains rocailleux, friches, bords de chemins",Tempéré,Été,,,"Les graines sont séchées, moulues et préparées en teinture ou décoction",,Moyen,12,Non toxique,,Ingrédient essentiel dans les antidotes et potions de neutralisation de poison,6 mois,TRUE,Les épines sont très acérées. Porter des gants épais lors de la récolte.,Une légende dit que les veines blanches de ses feuilles sont le lait de la Vierge Marie. Les empoisonneurs craignent ceux qui en consomment régulièrement.,68e2269eb636830b454d3009,2025-10-05T08:04:46.742000,2025-10-05T08:04:46.742000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Échinacée Protectrice,Grande fleur aux pétales roses ou pourpres entourant un cône central épineux. Renforce le système immunitaire et accélère la guérison.,,Plante médicinale,Commune,"Prairies, champs ouverts, jardins",Tempéré,Été,,,Les racines et fleurs sont infusées en thé ou en teinture,,Facile,6,Non toxique,,Ingrédient dans les potions de résistance aux maladies et les élixirs de vitalité,4-5 mois,TRUE,Les personnes ayant des maladies auto-immunes devraient consulter un guérisseur avant usage.,Les tribus nomades considèrent cette plante comme sacrée. On dit qu'elle fut donnée aux mortels par une déesse de la guérison.,68e225cca924768ba11e389e,2025-10-05T08:01:16.587000,2025-10-05T08:01:16.587000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Valériane Somnifère,Plante aux petites fleurs blanches ou roses et aux racines à l'odeur forte caractéristique. Puissant sédatif naturel utilisé contre l'insomnie et l'anxiété.,,Plante médicinale,Commune,"Zones humides, prairies, lisières de forêt",Tempéré,Été,,,Les racines séchées sont infusées en thé ou en teinture,,Facile,5,Non toxique,,Utilisée dans les potions de sommeil et les charmes de repos paisible,2 ans pour des racines matures,TRUE,"Ne pas combiner avec l'alcool. Peut causer de la somnolence, ne pas utiliser avant un combat.",Les guérisseurs la prescrivent aux soldats traumatisés par la guerre. Les chats sont étrangement attirés par son odeur.,68e225cca924768ba11e389f,2025-10-05T08:01:16.587000,2025-10-05T08:01:16.587000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Millepertuis Lumineux,Plante aux fleurs jaune vif à cinq pétales. Traditionnellement utilisée pour améliorer l'humeur et soigner les blessures. Les feuilles semblent perforées de petits trous.,,Plante médicinale,Commune,"Prairies ensoleillées, bords de chemins, terrains secs",Tempéré,Été,,,"Les fleurs sont infusées dans de l'huile au soleil pendant plusieurs semaines, ou en tisane",,Très facile,4,Non toxique,,"Cueillie à midi le jour du solstice d'été, elle a des propriétés de protection contre les esprits maléfiques",4 mois,TRUE,Peut augmenter la sensibilité au soleil chez certaines personnes. Ne pas utiliser avant une longue exposition.,"Son nom signifie 'au-dessus de l'apparition', car on la suspendait pour éloigner les esprits malins. Les paysans la récoltent lors de la Saint-Jean.",68e225cca924768ba11e38a0,2025-10-05T08:01:16.587000,2025-10-05T08:01:16.587000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Arnica des Montagnes,"Fleur jaune-orangé ressemblant à une marguerite, poussant en haute altitude. Remarquable pour soulager les contusions, entorses et douleurs musculaires.",,Plante médicinale,Peu commune,"Prairies alpines, hautes montagnes",Montagnard,Été,,,"USAGE EXTERNE UNIQUEMENT. Les fleurs sont préparées en pommade, gel ou cataplasme",,Difficile,8,Légèrement toxique,"N'est toxique que si ingérée. En cas d'ingestion, boire beaucoup d'eau et consulter un guérisseur.",Ingrédient dans les baumes de guérison et les onguents du combattant,6 mois,TRUE,NE JAMAIS INGÉRER. Usage externe uniquement. Ne pas appliquer sur des plaies ouvertes.,Les gladiateurs romains l'utilisaient après les combats. Les grimpeurs de montagne en transportent toujours dans leur sac.,68e225cca924768ba11e38a1,2025-10-05T08:01:16.587000,2025-10-05T08:01:16.587000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Pissenlit Commun,"Plante aux fleurs jaunes qui se transforment en boules de graines duveteuses. Chaque partie est comestible et médicinale. Considérée comme une mauvaise herbe par les jardiniers, mais vénérée par les herboristes.",,Comestible,Commune,"Prairies, pelouses, bords de chemins, pratiquement partout",Tous climats,Printemps à automne,,,"Les jeunes feuilles se mangent en salade, les racines en décoction, les fleurs en vin ou gelée",,Très facile,1,Non toxique,,Les enfants font des vœux en soufflant sur les graines. Certains disent que ces vœux sont exaucés.,2-3 mois,TRUE,Aucun. C'est l'une des plantes les plus sûres et nutritives.,Méprisé par les nobles mais adoré par les paysans. Un proverbe dit : 'Le pissenlit nourrit le sage et irrite l'ignorant.',68e225cca924768ba11e38a2,2025-10-05T08:01:16.587000,2025-10-05T08:01:16.587000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Ortie Piquante,"Plante couverte de poils urticants qui provoquent une sensation de brûlure au toucher. Malgré cela, c'est une plante hautement nutritive et médicinale une fois préparée correctement.",,Comestible,Commune,"Terrains riches, bords de chemins, zones perturbées",Tempéré,Printemps à automne,,,"Les jeunes pousses doivent être cuites ou séchées (la chaleur détruit les poils urticants). Peut être préparée en soupe, tisane, ou teinture.",,Facile,3,Non toxique,,"Portée sur soi, elle protège contre les malédictions mineures. Utilisée dans les rituels de courage.",3 mois,TRUE,Porter des gants épais lors de la récolte ! Les piqûres causent une irritation douloureuse pendant 30-60 minutes.,Un ancien dicton dit : 'Saisir l'ortie sans crainte lui retire son venin.' Les soldats romains se fouettaient avec des orties pour se réchauffer.,68e225cca924768ba11e38a3,2025-10-05T08:01:16.587000,2025-10-05T08:01:16.587000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Camomille Apaisante,Petites fleurs blanches au cœur jaune dégageant un parfum doux et apaisant. Utilisée depuis des millénaires pour ses propriétés calmantes et digestives.,,Plante médicinale,Commune,"Prairies, champs, jardins, bords de chemins",Tempéré,Printemps et été,,,Les fleurs séchées sont infusées dans de l'eau chaude pour créer une tisane. Peut aussi être utilisée en cataplasme.,,Très facile,2,Non toxique,,Ingrédient de base dans les potions de calme et les remèdes contre les cauchemars,3 mois,TRUE,Aucun. Extrêmement sûre même en grandes quantités.,Les grands-mères de tous les villages connaissent cette plante. On dit que boire une tasse de camomille avant de dormir éloigne les mauvais rêves.,68e225cca924768ba11e3897,2025-10-05T08:01:16.586000,2025-10-05T08:01:16.586000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Lavande des Collines,Plante aux longues tiges portant des épis de fleurs violettes au parfum caractéristique et apaisant. Appréciée pour ses propriétés antiseptiques et relaxantes.,,Aromate,Commune,"Collines ensoleillées, jardins, terres arides",Tempéré,Été,,,"Les fleurs peuvent être utilisées fraîches, séchées, ou distillées en huile essentielle",,Très facile,3,Non toxique,,Utilisée dans les rituels de purification et les sachets de protection,4 mois,TRUE,Aucun. Peut être utilisée en toute sécurité même pour les enfants.,Les nobles placent des sachets de lavande dans leurs armoires. Les guérisseurs l'utilisent pour nettoyer leurs instruments.,68e225cca924768ba11e3898,2025-10-05T08:01:16.586000,2025-10-05T08:01:16.586000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Aloès Guérisseur,Plante grasse aux feuilles épaisses remplies d'un gel transparent et visqueux. Réputée depuis l'antiquité pour guérir les brûlures et blessures.,,Plante médicinale,Commune,"Régions arides, déserts, jardins",Aride,Toute l'année,,,Couper une feuille et appliquer le gel directement sur la peau,,Très facile,5,Non toxique,,Ingrédient de base dans les baumes de guérison et les onguents protecteurs,6 mois pour une feuille utilisable,TRUE,"Ne pas ingérer les feuilles entières, seulement le gel interne.",Les caravanes du désert transportent toujours de l'aloès. On raconte que les pharaons l'appelaient 'la plante d'immortalité'.,68e225cca924768ba11e3899,2025-10-05T08:01:16.586000,2025-10-05T08:01:16.586000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Gingembre des Marchands,Racine noueuse au goût piquant et réchauffant. Prisée pour ses propriétés anti-nauséeuses et stimulantes de la circulation.,,Aromate,Commune,"Régions tropicales humides, jardins",Tropical,Toute l'année,,,"Peut être mâché frais, infusé en thé, ou ajouté aux aliments",,Facile,4,Non toxique,,Ingrédient dans les potions de résistance au froid et les élixirs énergisants,8-10 mois,TRUE,"En très grandes quantités, peut causer des brûlures d'estomac chez certaines personnes.",Les marins en emportent toujours pour éviter le mal de mer. Les marchands l'échangent comme une épice précieuse.,68e225cca924768ba11e389a,2025-10-05T08:01:16.586000,2025-10-05T08:01:16.586000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Menthe Rafraîchissante,"Herbe aromatique aux feuilles vertes dentelées, dégageant un parfum frais et vivifiant. Utilisée pour améliorer la digestion et rafraîchir l'haleine.",,Aromate,Commune,"Zones humides, bords de cours d'eau, jardins",Tempéré,Printemps à automne,,,"Feuilles fraîches mâchées, infusées en thé, ou ajoutées aux plats",,Très facile,1,Non toxique,,Utilisée dans les potions de clarté mentale et les charmes de persuasion,2-3 mois,TRUE,Pousse très rapidement et peut devenir envahissante dans les jardins.,"Les bardes mâchent de la menthe avant leurs performances. Dans certaines cultures, offrir de la menthe est un signe d'hospitalité.",68e225cca924768ba11e389b,2025-10-05T08:01:16.586000,2025-10-05T08:01:16.586000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Sauge des Guérisseurs,"Plante aux feuilles gris-vert duveteuses, au parfum puissant et terreux. Réputée depuis l'antiquité pour ses propriétés antiseptiques et sa capacité à purifier.",,Plante médicinale,Commune,"Collines ensoleillées, jardins d'herbes aromatiques",Tempéré,Printemps à automne,,,"Feuilles fraîches ou séchées en tisane, cataplasme, ou brûlées comme encens",,Très facile,3,Non toxique,,Ingrédient essentiel dans les rituels de purification. Les clercs l'utilisent pour bénir leurs temples.,3-4 mois,TRUE,Les femmes enceintes devraient éviter la sauge en grandes quantités.,Son nom vient d'un ancien mot signifiant 'sauver'. On dit : 'Comment peut mourir l'homme qui a de la sauge dans son jardin ?',68e225cca924768ba11e389c,2025-10-05T08:01:16.586000,2025-10-05T08:01:16.586000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Thym du Courage,Petite plante aromatique aux minuscules feuilles et fleurs roses ou blanches. Historiquement associée au courage et utilisée pour ses propriétés antiseptiques.,,Aromate,Commune,"Collines rocailleuses, jardins, terrains secs",Tempéré,Printemps à automne,,,"Infusé en tisane, utilisé en inhalation vapeur, ou appliqué en cataplasme",,Très facile,2,Non toxique,,Les chevaliers portaient du thym avant les batailles. Utilisé dans les charmes de courage.,3 mois,TRUE,Aucun. Peut être utilisé en toute sécurité.,Les dames offraient des brins de thym à leurs chevaliers. Voir du thym en rêve annonce des temps courageux à venir.,68e225cca924768ba11e389d,2025-10-05T08:01:16.586000,2025-10-05T08:01:16.586000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Vigne Stranguleuse de Thornwall,Une liane épaisse couverte d'épines acérées qui s'anime en présence de créatures vivantes. Elle s'enroule autour de ses victimes avec une force terrible.,,Plante carnivore,Peu commune,"Jungles denses, marécages hostiles, ruines envahies",Tropical,Toute l'année,,,Les épines peuvent être récoltées et utilisées pour créer des poisons de contact ou des flèches empoisonnées,,Très difficile,65,Très toxique,Potion d'antitoxine ou sort de restauration mineure,Les druides noirs l'utilisent pour créer des barrières vivantes. Les vignes peuvent être animées par magie druidique.,6 mois dans un environnement hostile,TRUE,EXTRÊMEMENT DANGEREUSE. Ne s'approcher qu'avec protection magique. Plusieurs explorateurs ont péri étranglés par ces vignes.,Les elfes noirs cultivent ces vignes autour de leurs avant-postes. On dit qu'un labyrinthe entier de ces vignes garde l'entrée d'une cité perdue.,68e224c50232d9d11813ef1f,2025-10-05T07:56:53.673000,2025-10-05T07:56:53.673000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Rose de Givre Éternelle,Une rose d'un blanc immaculé dont les pétales sont toujours couverts de cristaux de glace. Elle ne fane jamais et dégage une aura de froid constant.,,Plante ornementale,Rare,"Montagnes enneigées, toundra, palais de glace",Polaire,Hiver perpétuel,,,Les pétales doivent être conservés dans un récipient glacé. Perdent leurs propriétés si exposés à la chaleur.,,Difficile,85,Non toxique,,Ingrédient essentiel pour les potions de résistance au froid et les sorts de glace. Utilisée dans la création d'armes de givre.,Ne pousse que lors des tempêtes de neige les plus intenses,FALSE,Toucher directement cause des engelures mineures. Les lèvres peuvent geler en sentant son parfum trop longtemps.,Les géants du givre offrent ces roses à leurs épouses. Une légende raconte qu'une reine de glace aurait un jardin secret rempli de ces roses.,68e224c50232d9d11813ef20,2025-10-05T07:56:53.673000,2025-10-05T07:56:53.673000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Bambou Résonnant,Un bambou creux qui chante mélodieusement au passage du vent. Les moines l'utilisent pour créer des instruments de méditation et des flûtes magiques.,,Aromate,Peu commune,"Forêts de bambous mystiques, monastères de montagne, jardins zen",Tempéré,Toute l'année,,,Les tiges peuvent être taillées en flûtes ou le bois peut être brûlé comme encens,,Moyen,45,Non toxique,,Utilisé pour créer des instruments bardiques magiques. Les moines l'utilisent dans leurs rituels de méditation.,3 ans pour atteindre la taille adulte,TRUE,Jouer d'un instrument fait de ce bambou sans formation peut causer des maux de tête sévères aux auditeurs,Le Grand Monastère de la Sérénité possède une forêt entière de bambou résonnant. Le vent y crée une symphonie naturelle apaisante.,68e224c50232d9d11813ef21,2025-10-05T07:56:53.673000,2025-10-05T07:56:53.673000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Mousse Curative de Troll,Une mousse vert émeraude qui pousse sur les pierres près des repaires de trolls. Elle possède des propriétés régénératives remarquables.,,Mousse,Peu commune,"Cavernes de trolls, marécages profonds, forêts primordiales",Tempéré,Toute l'année,,,Doit être appliquée directement sur les blessures ou infusée dans une potion,,Difficile,70,Non toxique,,Ingrédient principal des potions de régénération. Les chirurgiens la gardent pour les cas d'urgence.,"Pousse naturellement près des trolls, probablement nourrie par leur sang régénératif",FALSE,"Récolter cette mousse implique généralement de s'approcher de repaires de trolls, ce qui est extrêmement dangereux",Les chasseurs de trolls professionnels vendent cette mousse à prix d'or. Certains guérisseurs itinérants en portent toujours sur eux.,68e224c50232d9d11813ef22,2025-10-05T07:56:53.673000,2025-10-05T07:56:53.673000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Fleur de Flamme Éternelle,Une fleur rouge et orange dont les pétales semblent faits de flammes vivantes. Elle brûle en permanence sans se consumer et sans brûler ce qu'elle touche.,,Ingrédient magique,Rare,"Volcans actifs, Plan Élémentaire du Feu, forges draconiques",Tous climats,Toute l'année,,,Peut être portée directement ou ses pétales peuvent être infusés dans de l'huile,,Très difficile,95,Non toxique,,Ingrédient essentiel pour créer des armes flamboyantes et des potions de résistance au feu. Les forgerons l'utilisent dans leurs forges magiques.,Pousse spontanément lors d'éruptions volcaniques majeures,FALSE,"Bien que les flammes ne brûlent pas au toucher, une exposition prolongée peut causer des dégâts de chaleur. Garder loin des matériaux inflammables.",Les génies éfrits décorent leurs palais avec ces fleurs. On raconte qu'un dragon rouge ancien possède un champ entier de ces fleurs.,68e224c50232d9d11813ef23,2025-10-05T07:56:53.673000,2025-10-05T07:56:53.673000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Lichen Phosphorescent des Profondeurs,Un lichen blanc qui brille d'une lumière bleutée douce dans l'obscurité. Il indique la présence d'eau potable dans les cavernes.,,Mousse,Commune,"Grottes, Underdark, mines abandonnées",Tous climats,Toute l'année,,,Peut être mangé directement ou séché pour conservation. Conserve sa luminescence même séché.,,Très facile,5,Non toxique,,Utilisé pour créer des lanternes naturelles et marquer les chemins dans les grottes,Pousse lentement sur plusieurs mois,TRUE,Aucun. C'est l'une des plantes les plus sûres pour les explorateurs souterrains.,Les nains et drows utilisent ce lichen comme source de lumière dans leurs tunnels. Les explorateurs expérimentés en gardent toujours sur eux.,68e224c50232d9d11813ef24,2025-10-05T07:56:53.673000,2025-10-05T07:56:53.673000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
