name,description_text,image_url,type,rarity,habitat,formation,appearance,properties,magical_properties,uses,extraction_method,extraction_difficulty,processing,market_value,weight,hardness,dangers,side_effects,combinations,lore,cultural_significance,id,created_date,updated_date,created_by_id,created_by,is_sample,world_id
Quartz Rose Tendre,Variété de quartz d'un rose délicat et doux. Pierre de l'amour inconditionnel et de la paix du cœur. La plus douce de toutes les gemmes.,,Pierre précieuse,Commun,"Pegmatites granitiques, filons hydrothermaux, très répandu mondialement","Quartz coloré par des traces de titane, fer ou manganèse","Rose pâle à rose intense, généralement translucide et trouble. Rarement transparent",,Pierre de l'amour universel et du cœur. Guérit les blessures émotionnelles. Attire l'amour et l'amitié.,,Extraction de pegmatites. Très abondant. Le Brésil et Madagascar sont les sources principales.,Très facile,Généralement taillé en cabochon ou poli en formes libres. Rarement à facettes car trop trouble. Peut pâlir au soleil.,3,Très abordable. De grands cristaux disponibles à bas prix,7,La couleur peut pâlir en plein soleil ou à la chaleur. Éviter l'exposition prolongée aux UV.,Extrêmement doux et apaisant. Aucun effet négatif connu. Peut rendre trop émotionnel ou sensible.,Magnifique avec l'or rose ou l'argent. Belle association avec des perles et des diamants pour des bijoux romantiques.,"Selon la mythologie grecque, Éros aurait apporté le quartz rose sur Terre pour éveiller l'amour chez les mortels.",Pierre de l'amour universel et de la compassion. Symbole de paix intérieure et d'amour inconditionnel. Extrêmement populaire en lithothérapie.,68e23fd30cc6d0598f1b4ff5,2025-10-05T09:52:19.410000,2025-10-05T09:52:19.410000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Obsidienne Arc-en-Ciel,"Verre volcanique noir montrant des reflets irisés multicolores spectaculaires. Plus qu'une simple roche, c'est une fenêtre vers les profondeurs de la Terre.",,Gemme,Rare,"Coulées de lave rhyolitique, sites volcaniques (Mexique principalement)","Lave riche en silice refroidie si rapidement qu'elle ne cristallise pas, forme un verre naturel","Noir profond avec des bandes irisées multicolores (rouge, vert, bleu, violet) visibles sous certains angles",,Pierre de vérité et de protection puissante. Révèle ce qui est caché. Miroir de l'âme. Tranche les liens énergétiques négatifs.,,Collecte sur les coulées de lave anciennes. L'obsidienne arc-en-ciel du Mexique est la plus prisée.,Moyen,Taillée et polie avec soin. Extrêmement fragile et cassante. Peut avoir des bords plus tranchants qu'un scalpel.,30,Vendue à la pièce. Les grandes pièces avec irisations spectaculaires sont recherchées,5.5,Extrêmement fragile et cassante. Peut se fracturer facilement. Les éclats sont plus tranchants que le verre et très dangereux.,Extrêmement puissante. Peut révéler des vérités dérangeantes. Non recommandée pour les débutants. Peut être trop intense.,Généralement portée seule. Sa puissance ne doit pas être diluée. Peut être sertie dans l'argent.,"Les Aztèques utilisaient l'obsidienne pour les sacrifices rituels et les miroirs de divination. Tezcatlipoca, dieu de la nuit, portait un miroir d'obsidienne.",Pierre sacrée des chamans et des guérisseurs. Symbole de vérité impitoyable et de transformation. Outils chirurgicaux d'obsidienne encore utilisés aujourd'hui.,68e23fd30cc6d0598f1b4ff6,2025-10-05T09:52:19.410000,2025-10-05T09:52:19.410000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Fluorite Arc-en-Ciel,"Cristal multicolore aux bandes de vert, violet, bleu et jaune. Extrêmement fluorescente sous UV, d'où son nom. Pierre de clarté mentale et d'apprentissage.",,Gemme,Commun,"Veines hydrothermales, filons métallifères, grottes calcaires",Précipitation de fluorure de calcium dans les solutions hydrothermales,"Cristaux cubiques transparents montrant des bandes de couleurs variées. Violette, verte, bleue, jaune, incolore. Éclat vitreux",,Pierre du génie et de l'intellect. Améliore la concentration et l'apprentissage. Organise le chaos mental. Protège contre les manipulations.,,Extraction de filons hydrothermaux. Très abondante mondialement. Chine produit les plus beaux spécimens.,Facile,Trop tendre pour la joaillerie quotidienne. Généralement vendue en spécimens bruts ou taillée pour les collectionneurs.,8,Très abordable. Même les grands cristaux sont accessibles,4,Très fragile. Clivage parfait dans quatre directions. Se brise facilement. Ne pas porter en bague quotidienne.,Peut causer une surcharge mentale si utilisée trop intensément. Besoin de pause pour intégrer.,Généralement non sertie. Les cristaux naturels sont plus beaux. Parfois cabochonnée pour la collection.,"Le phénomène de fluorescence fut découvert en étudiant la fluorite. Sous UV, elle brille de couleurs spectaculaires.",Pierre de l'intellect et de la sagesse. Symbole d'apprentissage et de clarté. Populaire chez les scientifiques et les penseurs.,68e23fd30cc6d0598f1b4ff7,2025-10-05T09:52:19.410000,2025-10-05T09:52:19.410000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Diamant Impérial,La plus pure et la plus dure des gemmes connues. Un diamant parfaitement taillé capture et réfracte la lumière en mille feux arc-en-ciel. Symbole ultime de richesse et de pouvoir.,,Gemme,Légendaire,"Très profonds gisements volcaniques, pipes de kimberlite anciennes","Formé sous une pression et une chaleur extrêmes à plus de 150 km sous la surface, pendant des millions d'années","Transparent et incolore, ou avec de légères teintes (bleu, rose, jaune). Éclat adamantin incomparable, brille intensément sous toute lumière",,Amplificateur universel de magie. Les sorts lancés à travers un diamant voient leur puissance augmentée de 50%. Peut stocker des sorts.,,Extraction minière profonde extrêmement coûteuse. Nécessite des années de prospection. Seulement 1 diamant de qualité pour 1 million de tonnes de roche.,Très difficile,Taille diamantaire nécessitant des années d'apprentissage. Un seul coup mal placé peut réduire un diamant en poussière. Seuls les maîtres lapidaires osent tailler les grandes pierres.,5000,"1 carat (0,2 gramme) pour un diamant de qualité. Les diamants impériaux font 10+ carats",10,Les mines de diamants sont souvent contrôlées par des organisations criminelles ou des tyrans. Cause de guerres et de trahisons innombrables.,Aucun effet physique négatif. Peut rendre cupide et obsessionnel ceux qui les convoitent trop longtemps.,"Se sertit dans le platine ou l'or blanc pour la joaillerie. En poudre, utilisé pour polir d'autres gemmes et métaux précieux.","Les légendes disent que les diamants sont les larmes des dieux, tombées sur terre lors de la création du monde. Chaque diamant contiendrait une étincelle de divinité.","Symbole universel de pouvoir, de richesse éternelle et d'amour indestructible. Les plus grands diamants ont des noms et des histoires célèbres.",68e2328b5abb06405e68200e,2025-10-05T08:55:39.594000,2025-10-05T08:55:39.594000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Rubis Sang-de-Phénix,"Gemme rouge éclatant d'une beauté hypnotique. Les rubis les plus fins semblent contenir un feu vivant en leur cœur. Associés à la passion, au courage et à la vie.",,Gemme,Très rare,"Roches métamorphiques, marbres cristallins, gisements en Birmanie et régions montagneuses",Cristallisation d'alumine enrichie en chrome sous haute pression et température,"Rouge profond à rouge sang, éclat vitreux brillant. Les meilleurs spécimens ont une fluorescence rouge sous UV",,Associé au feu et à la vie. Augmente la vitalité et protège contre les poisons. Les sorts de feu lancés via un rubis gagnent +1d6 dégâts.,,Extraction de graviers alluviaux ou de roches mères. Lavage et tri minutieux. Les grands rubis sont rarissimes.,Difficile,Taille à facettes pour maximiser l'éclat. Les rubis étoilés (astérisme) sont polis en cabochon pour révéler l'étoile.,1000,"1 carat (0,2 gramme). Les rubis de 5+ carats sont très rares et valent exponentiellement plus",9,Les gisements sont souvent dans des régions politiquement instables. Rivalités mortelles entre prospecteurs.,"Porter un rubis peut augmenter la passion et le courage, mais aussi l'impulsivité et la colère si porté trop longtemps.",Se sertit traditionnellement dans l'or rouge ou jaune. Peut être combiné avec des diamants pour créer des pièces spectaculaires.,"Selon les mythes, les rubis naissent du sang des phénix tombé sur la roche. Porter un rubis protégerait des blessures mortelles et permettrait de renaître de ses cendres.","Gemme des rois guerriers et des héros. Symbole de courage, de passion et de victoire. Les ordres de chevalerie utilisent des rubis dans leurs insignes.",68e2328b5abb06405e68200f,2025-10-05T08:55:39.594000,2025-10-05T08:55:39.594000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Saphir Céleste,"Gemme d'un bleu profond évoquant le ciel nocturne ou les océans les plus purs. Symbole de sagesse, de vérité et de loyauté. Favorisée par les mages et les sages.",,Gemme,Très rare,"Roches métamorphiques, basaltes, graviers alluviaux des rivières de montagne","Cristallisation d'alumine enrichie en titane et fer, similaire au rubis mais avec des impuretés différentes","Bleu profond à bleu royal, parfois avec des nuances violettes. Éclat vitreux exceptionnel. Certains montrent un astérisme (étoile à 6 branches)",,Améliore la clarté mentale et les capacités magiques. Protège contre les enchantements mentaux. Augmente la sagesse du porteur.,,"Extraction similaire aux rubis. Lavage de graviers, extraction de veines rocheuses. Sri Lanka et Cachemire produisent les plus beaux.",Difficile,Taille à facettes pour les pierres transparentes. Les saphirs étoilés polis en cabochon. Chauffage pour améliorer la couleur (pratique courante).,1000,"1 carat (0,2 gramme). Les saphirs de couleur parfaite de 10+ carats sont extrêmement précieux",9,Mêmes dangers que pour les rubis. Contrefaçons courantes (verre teinté). Nécessite un expert pour authentifier.,Améliore la clarté mentale et la sagesse. Usage prolongé peut rendre distant et trop analytique.,Se marie magnifiquement avec les diamants et le platine. Peut être entouré de petits diamants dans les bijoux de luxe.,"Les saphirs seraient des fragments du ciel primordial, tombés sur terre. Porter un saphir permettrait de communiquer avec les entités célestes et de recevoir leur sagesse.","Gemme des sages, des mages et des juges. Symbole de justice, de loyauté et de vérité éternelle. Utilisée dans les couronnes des rois philosophes.",68e2328b5abb06405e682010,2025-10-05T08:55:39.594000,2025-10-05T08:55:39.594000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Émeraude de Sylvandre,"Gemme d'un vert éclatant évoquant les forêts primordiales au printemps. La plus précieuse des gemmes vertes, symbole de renouveau, d'espoir et de nature.",,Gemme,Très rare,"Veines hydrothermales dans des roches métamorphiques, souvent avec du quartz",Cristallisation du béryl enrichi en chrome et vanadium dans des conditions géologiques très spécifiques,"Vert intense à vert profond, souvent avec des inclusions (jardins) considérées comme signes d'authenticité. Éclat vitreux",,Connectée à la nature et à la guérison. Amplifie les sorts de guérison et de croissance végétale. Protège contre les poisons naturels.,,Extraction délicate de la roche mère. Les émeraudes sont fragiles et se brisent facilement. Nécessite des outils spécialisés.,Très difficile,Taille prudente car les émeraudes sont naturellement fracturées. Souvent huilées avec des résines pour améliorer la clarté. Taille émeraude (rectangulaire) spécialement conçue.,1000,"1 carat (0,2 gramme). Les émeraudes pures de 5+ carats sont plus rares que les diamants",7.5,"Très fragiles, se brisent facilement lors de l'extraction. Les meilleurs gisements en Colombie sont souvent contrôlés par des cartels.",Favorise la guérison et le calme intérieur. Peut rendre trop passif et distant des réalités matérielles si porté constamment.,Se sertit dans l'or vert ou jaune. Magnifique avec des diamants blancs. Les druides créent des amulettes émeraude-bois vivant.,"Les émeraudes seraient les larmes de la déesse de la nature, versées de joie en voyant la beauté de la création. Chaque émeraude contiendrait l'essence d'une forêt.","Gemme sacrée des druides et des elfes sylvains. Symbole de renaissance, d'espoir et d'harmonie avec la nature. Offrande traditionnelle aux divinités de la nature.",68e2328b5abb06405e682011,2025-10-05T08:55:39.594000,2025-10-05T08:55:39.594000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Améthyste Pourpre Royale,"Quartz violet d'une beauté envoûtante, de la lavande pâle au pourpre profond. Associée à la spiritualité, à la sobriété et à la clarté d'esprit.",,Pierre précieuse,Peu commun,"Géodes dans les roches volcaniques, druses cristallines dans les cavités",Cristallisation de quartz enrichi en fer dans des conditions de température spécifiques,"Violet à pourpre profond, transparent à translucide. Les plus belles sont d'un pourpre intense uniforme. Éclat vitreux",,Protège contre l'intoxication et les dépendances. Améliore la méditation et la connexion spirituelle. Apaise l'esprit troublé.,,Ouverture soigneuse des géodes. Les cristaux se forment à l'intérieur de cavités rocheuses. Relativement abondante.,Facile,Taille à facettes pour maximiser la profondeur de couleur. Les grandes druses sont souvent laissées naturelles comme pièces de collection.,100,"1 carat (0,2 gramme). Les grandes améthystes sont relativement abordables",7,Peu de dangers. La couleur peut pâlir si exposée trop longtemps au soleil direct.,Favorise la sobriété et la clarté d'esprit. Peut réduire les impulsions et les passions si porté constamment.,Se sertit dans l'argent ou l'or blanc. Belle association avec des citrines (dorées) et des péridots (verts).,"Le nom vient du grec 'amethystos' signifiant 'non ivre'. Bacchus, dieu du vin, aurait créé l'améthyste pour protéger une nymphe, qui devint la pierre.","Gemme des évêques et des ordres religieux. Symbole de piété, de tempérance et de sagesse spirituelle. Utilisée dans les couronnes royales européennes.",68e2328b5abb06405e682012,2025-10-05T08:55:39.594000,2025-10-05T08:55:39.594000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Topaze Impériale Dorée,"Gemme dorée à orangée d'une rare beauté, évoquant la lumière du soleil couchant. La topaze impériale est la plus précieuse des topazes.",,Pierre précieuse,Rare,"Pegmatites granitiques, alluvions de rivières, cavités de roches ignées",Cristallisation dans des fluides hydrothermaux riches en fluor à haute température,"Or orangé à rose orangé, exceptionnellement transparente et brillante. Éclat vitreux prononcé",,Attire la prospérité et la bonne fortune. Augmente le charisme et le pouvoir de persuasion. Dissipe les malédictions mineures.,,Extraction de pegmatites ou lavage d'alluvions. Les spécimens de qualité impériale sont rares.,Moyen,"Taille à facettes variées. La topaze impériale n'a pas besoin de traitement, sa couleur est naturelle et stable.",500,"1 carat (0,2 gramme). De grands cristaux de topaze peuvent être trouvés (50+ carats)",8,Les grandes topazes peuvent avoir un clivage parfait et se fendre d'un coup si mal manipulées.,Augmente la confiance en soi et l'optimisme. Peut rendre trop confiant ou téméraire.,Magnifique dans l'or jaune. S'associe bien avec des diamants et des saphirs jaunes.,Nommée d'après l'île de Topazios en Mer Rouge. Les empereurs romains croyaient qu'elle leur donnait le pouvoir de détecter les poisons dans leur vin.,"Gemme des empereurs et des grands marchands. Symbole de richesse, de pouvoir séculaire et de succès commercial.",68e2328b5abb06405e682013,2025-10-05T08:55:39.594000,2025-10-05T08:55:39.594000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Aigue-marine Azure,"Béryl bleu clair évoquant les eaux tropicales cristallines. Douce et apaisante, c'est la gemme des marins et des voyageurs.",,Pierre précieuse,Peu commun,"Pegmatites granitiques, filons hydrothermaux, plages de sable fin (roulées)",Cristallisation du béryl enrichi en fer ferreux dans des conditions spécifiques,"Bleu clair à bleu-vert, exceptionnellement transparente. Éclat vitreux. Les grandes pierres sont courantes",,Protège les voyageurs maritimes. Calme les tempêtes émotionnelles et apporte la paix intérieure. Facilite la communication.,,"Extraction de pegmatites ou ramassage sur les plages. Relativement abondante, surtout au Brésil.",Facile,Taille à facettes classique. Parfois chauffée pour améliorer la couleur bleue (élimine les tons verts).,50,"1 carat (0,2 gramme). De très grandes aigues-marines pures existent (100+ carats)",7.5,Peu de dangers. Pierre robuste et stable.,Effet calmant et apaisant. Peut réduire l'assertivité si portée trop longtemps.,Belle dans l'or blanc ou l'argent. S'associe harmonieusement avec des perles et des diamants.,"Considérée comme le trésor des sirènes, tombée de leurs coffres au fond de l'océan. Les marins croyaient qu'elle garantissait des traversées sûres.","Gemme des marins, des voyageurs et des diplomates. Pierre de naissance traditionnelle de mars. Symbole de jeunesse et d'espoir.",68e2328b5abb06405e682014,2025-10-05T08:55:39.594000,2025-10-05T08:55:39.594000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Grenat Pyrope Rouge-Feu,"Grenat d'un rouge profond tirant sur le pourpre, dense et brillant. Moins cher que le rubis mais tout aussi beau. Symbole de passion durable.",,Pierre précieuse,Commun,"Roches métamorphiques à haute pression, kimberlites, alluvions","Cristallisation dans le manteau terrestre sous très haute pression, remonté par les éruptions volcaniques","Rouge profond à rouge pourpre, transparent à translucide. Éclat vitreux résineux",,Propriétés magiques mineures. Augmente légèrement l'endurance physique et protège contre les cauchemars.,,Extraction de roches mères ou lavage d'alluvions. Relativement abondant et facile à trouver.,Facile,Taille à facettes standard. Les grenats sont durables et faciles à tailler.,15,"1 carat (0,2 gramme). Les grenats de 5+ carats de belle couleur sont inhabituels",7,Aucun danger particulier. Pierre stable et sûre.,Aucun effet négatif connu. Légèrement énergisant.,Se sertit dans tous les métaux. Belle association avec l'or rose ou jaune.,"Le grenat serait la seule lumière dans l'arche de Noé, une lanterne de grenat éclairant le voyage. Symbole de foi en période sombre.",Pierre de naissance de janvier. Offerte traditionnellement pour célébrer deux ans de mariage. Symbole de passion durable et de fidélité.,68e2328b5abb06405e682015,2025-10-05T08:55:39.594000,2025-10-05T08:55:39.594000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Opale Arlequin Arc-en-Ciel,"Gemme unique montrant un jeu de couleurs chatoyant spectaculaire. Chaque opale est absolument unique, comme une galaxie miniature emprisonnée dans la pierre.",,Gemme,Rare,"Formations sédimentaires riches en silice, anciens lits de rivières fossiles (Australie principalement)","Dépôt de microsphères de silice en solution, créant une structure diffractant la lumière","Base laiteuse, transparente ou noire avec éclairs de rouge, vert, bleu, orange en mouvement. Jeu de couleurs hypnotique",,"Amplifie les émotions et l'imagination. Aide la créativité artistique et magique. Instable, reflète l'état émotionnel du porteur.",,Extraction délicate des couches d'opale dans les grès. Les opales sont fragiles et peuvent se fissurer.,Moyen,Généralement taillée en cabochon pour préserver le jeu de couleurs. Peut être assemblée en doublet ou triplet pour les pierres fines.,200,"1 carat (0,2 gramme). Les grandes opales avec jeu de couleurs complet sont très précieuses",5.5,"Très fragiles, se fissurent facilement. Sensibles à la déshydratation (peuvent craquer si stockées au sec). Éviter les chocs thermiques.",Amplifie les émotions. Peut rendre instable émotionnellement si porté pendant les périodes difficiles. Considérée comme porte-malheur par certains (superstition).,Se sertit dans l'or ou l'argent avec un montage protecteur. Éviter les bijoux d'opale pour un usage quotidien intensif.,"Les Romains croyaient l'opale la plus précieuse des gemmes, combinant la beauté de toutes les autres. Les Aborigènes australiens la considèrent comme l'arc-en-ciel pétrifié.","Pierre d'octobre. Symbole d'espoir, de créativité et d'innocence. Malheureusement associée à la malchance dans certaines cultures (superstition victorienne).",68e2328b5abb06405e682016,2025-10-05T08:55:39.594000,2025-10-05T08:55:39.594000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Tourmaline Pastèque Bicolore,"Gemme extraordinaire montrant plusieurs couleurs dans le même cristal. La variété 'pastèque' montre un cœur rose entouré d'une bordure verte, comme une tranche de pastèque.",,Pierre précieuse,Rare,"Pegmatites granitiques complexes, particulièrement au Brésil et à Madagascar","Cristallisation de borosilicate dans des conditions changeantes, chaque changement créant une nouvelle couleur",Multicolore - les pastèques montrent rose/rouge au centre avec vert périphérique. Éclat vitreux. Pléochroïsme fort,,Équilibre les énergies opposées. Harmonise les émotions contradictoires. Protège contre les influences négatives externes.,,Extraction de pegmatites. Les cristaux peuvent être très grands (plusieurs kilogrammes).,Moyen,Les tourmalines pastèques sont généralement découpées en tranches fines et polies. Les autres tourmalines sont taillées à facettes.,150,"1 carat (0,2 gramme). Les grandes tourmalines sont courantes mais la qualité gemme est rare",7,Peuvent contenir des inclusions liquides qui se dilatent à la chaleur. Éviter le chauffage brutal.,Effet équilibrant général. Peut causer de l'indécision chez certaines personnes en neutralisant trop les émotions.,"Belle seule. Les tourmalines multicolores sont plus impressionnantes non serties, en spécimens naturels.","Selon les légendes, la tourmaline aurait traversé un arc-en-ciel lors de sa formation, collectant toutes les couleurs. Pierre des chamans et des guérisseurs.","Pierre d'octobre (alternative). Symbole d'équilibre, d'harmonie et de tolérance. Populaire dans les bijoux contemporains et les collections de minéraux.",68e2328b5abb06405e682017,2025-10-05T08:55:39.594000,2025-10-05T08:55:39.594000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Mithral Pur,Métal légendaire aussi résistant que l'acier mais trois fois plus léger. Sa couleur argentée iridescente ne ternit jamais. Les elfes le considèrent comme un don des étoiles.,,Métal,Très rare,"Veines profondes dans les montagnes anciennes, souvent près de sources magiques","Se forme au cœur des montagnes pendant des millénaires, exposé à des énergies magiques concentrées","Argenté brillant avec des reflets bleutés, surface lisse et froide au toucher",,Le mithral amplifie les enchantements défensifs. Les armures en mithral ne gênent pas les lanceurs de sorts.,,Nécessite des outils en adamantium et des techniques de forge ancestrales. Extraction extrêmement difficile.,Très difficile,Doit être fondu dans des fours magiques à très haute température. Seuls les maîtres forgerons elfes connaissent tous les secrets de sa forge.,500,1/3 du poids de l'acier pour le même volume,8,Les veines de mithral sont souvent gardées par des créatures magiques. L'extraction peut déstabiliser les énergies magiques locales.,Aucun effet néfaste connu. Le mithral est biologiquement inerte.,Se combine exceptionnellement bien avec l'argent pour créer des armes anti-mort-vivants. Incompatible avec le fer froid.,"Selon les légendes elfiques, le mithral serait de la lumière d'étoile solidifiée, tombée sur terre lors de la création du monde.","Sacré pour les elfes, symbole de pureté et d'excellence. Les nains le recherchent ardemment pour prouver leur maîtrise de la forge.",68e23193257680f95476a802,2025-10-05T08:51:31.275000,2025-10-05T08:51:31.275000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Adamantium Noir,"Le métal le plus dur connu, noir comme la nuit avec des veines rouges. Pratiquement indestructible une fois forgé, utilisé pour les armes anti-créatures et briser les armures.",,Métal,Légendaire,"Profondeurs volcaniques, cœur des montagnes en fusion, météorites anciennes","Créé sous une pression et une chaleur extrêmes au centre des montagnes, ou apporté par des météorites","Noir profond avec des veines rouge sang, surface froide et incroyablement dense",,L'adamantium ignore les résistances des armures ordinaires. Les armes en adamantium sont considérées comme magiques pour surmonter les résistances.,,Nécessite des rituels magiques et des outils enchantés. Les nains ont développé des techniques secrètes transmises de génération en génération.,Très difficile,Doit être chauffé dans des forges volcaniques pendant des semaines. Le processus de forge est dangereux et épuisant.,1000,Deux fois plus lourd que l'acier,10,Les fumerolles lors de la forge sont toxiques. Le métal en fusion peut causer des brûlures permanentes même à travers les protections magiques.,Porter de l'adamantium pendant longtemps peut causer une fatigue physique due au poids et à la densité.,"Peut être allié avec du fer pour créer de l'acier adamantin, moins cher mais toujours très résistant.","Les nains croient que l'adamantium est le sang solidifié du dieu forgeron Moradin, tombé lors d'une bataille cosmique ancestrale.",Symbole ultime de la maîtrise naine de la forge. Une arme en adamantium pur est un trésor familial transmis sur des générations.,68e23193257680f95476a803,2025-10-05T08:51:31.275000,2025-10-05T08:51:31.275000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Poudre de Stellarium,Poudre cristalline scintillante qui brille d'une lumière blanche argentée. Chaque grain contient une infime quantité d'énergie stellaire concentrée.,,Poudre,Rare,"Se forme dans les cratères de météorites, sommets montagneux exposés aux étoiles",Créée lorsque la lumière stellaire se concentre sur certains cristaux pendant des décennies,"Poudre fine blanc argenté qui scintille comme des étoiles, brille doucement dans l'obscurité",,Amplifie les enchantements de lumière et de protection. Utilisée pour créer des armes et armures rayonnantes.,,Récoltée délicatement au lever du soleil avec des outils de cristal pur. Doit être conservée dans des fioles de verre enchantées.,Moyen,Doit être mélangée avec de l'huile sacrée et des essences magiques pour être utilisée en forge ou en alchimie.,75,10 grammes par dose,2,"Exposée à l'obscurité totale pendant plus d'une semaine, perd toutes ses propriétés magiques.",Exposition prolongée peut causer des éblouissements temporaires. Parfaitement sûre sinon.,Se mélange bien avec le mithral en poudre pour créer des alliages luminescents. Incompatible avec les matériaux corrompus.,Les paladins et clercs utilisent le stellarium béni pour consacrer leurs armes contre les forces des ténèbres.,Considéré comme sacré par la plupart des religions de la lumière. Les elfes l'utilisent dans leurs cérémonies nocturnes.,68e23193257680f95476a804,2025-10-05T08:51:31.275000,2025-10-05T08:51:31.275000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Orichalque,"Alliage mystique de cuivre et d'or magique, d'une couleur bronze doré chatoyante. Excellent conducteur magique utilisé pour les armes et armures enchantées.",,Alliage,Rare,"Créé uniquement par alchimie et forge magique, impossible à trouver naturellement",Produit en fondant du cuivre pur avec de l'or et de la poudre de gemme dans un creuset enchanté,"Bronze doré brillant avec des reflets changeants, chaud au toucher",,Meilleur conducteur magique connu. Les enchantements sur l'orichalque sont 50% plus puissants et durent deux fois plus longtemps.,,N'existe pas naturellement. Doit être créé par des artisans qualifiés combinant métallurgie et magie.,Difficile,"Nécessite un creuset enchanté, des températures précises et un rituel de 24 heures. Le ratio cuivre/or/gemme doit être parfait.",200,Légèrement plus lourd que le bronze ordinaire,6,"Le processus de création peut échouer violemment si le rituel est interrompu, causant une explosion magique.",Aucun effet négatif. L'orichalque est stable et sûr une fois créé.,Se combine exceptionnellement avec toutes les gemmes magiques. Peut être allié avec du mithral pour créer de l'électrum magique.,"Selon les légendes, l'orichalque était le métal sacré de l'Atlantide perdue. Les anciens l'utilisaient pour leurs plus grandes œuvres.",Symbole de maîtrise tant martiale que magique. Les armes en orichalque sont des trésors recherchés par tous les héros.,68e23193257680f95476a805,2025-10-05T08:51:31.275000,2025-10-05T08:51:31.275000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Cristal de Sang de Dragon,"Gemme rouge profond formée à partir du sang cristallisé d'anciens dragons. Contient une fraction de la puissance draconique, chaude au toucher.",,Cristal,Très rare,"Anciens champs de bataille draconiques, lairs de dragons décédés depuis des siècles",Se forme lorsque le sang d'un dragon s'infiltre dans la roche et cristallise sur des décennies,"Rouge rubis profond avec des inclusions dorées qui semblent couler comme du sang, émet une légère chaleur",,Confère des propriétés élémentaires (feu principalement) aux armes et armures. Augmente la résistance aux dégâts de feu.,,Doit être extrait avec précaution des anciennes roches. Nécessite des protections contre la chaleur intense.,Difficile,Doit être refroidi lentement sur plusieurs jours avant de pouvoir être travaillé. Peut exploser si chauffé trop rapidement.,350,Environ 50 grammes par cristal,7,Émet une chaleur constante qui peut causer des brûlures. Les lieux où on le trouve sont souvent hantés par des esprits de dragons.,"Porter un cristal de sang de dragon peut rendre plus irritable et possessif, traits draconiques.",Se combine avec les écailles de dragon pour créer des armures draconiques complètes. Réagit violemment avec l'argentium.,Les chasseurs de dragons recherchent ces cristaux autant que les trésors. On dit qu'ils contiennent des fragments de l'âme du dragon.,Symbole de puissance et de bravoure. Posséder une arme ornée de sang de dragon est un signe de grand statut chez les guerriers.,68e23193257680f95476a806,2025-10-05T08:51:31.275000,2025-10-05T08:51:31.275000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Argentium Lunaire,"Argent pur exposé à la pleine lune pendant cent cycles lunaires, acquiert des propriétés magiques contre les lycanthropes et les morts-vivants.",,Métal,Peu commun,Créé artificiellement en exposant de l'argent pur à la lumière lunaire dans des sanctuaires dédiés,Argent ordinaire transformé par un rituel lunaire de cent pleines lunes consécutives,"Argent brillant avec une légère teinte bleutée, semble briller plus fort sous la lumière de la lune",,Les armes en argentium comptent comme magiques et argentées. Infligent des dégâts supplémentaires aux lycanthropes et créatures vulnérables à l'argent.,,Nécessite de l'argent pur de haute qualité et un sanctuaire lunaire. Le rituel de création prend plus de 8 ans.,Moyen,"Une fois consacré, se travaille comme l'argent ordinaire mais ne perd jamais ses propriétés magiques.",100,Identique à l'argent ordinaire,3,Le rituel de création peut attirer des créatures lunaires. L'argentium non finalisé peut perdre ses propriétés si exposé à l'obscurité totale.,Aucun effet néfaste pour les créatures naturelles. Les lycanthropes ressentent une douleur intense à son contact.,Se combine bien avec le mithral pour créer des alliages lunaires encore plus puissants. Incompatible avec le fer froid.,Créé à l'origine par les prêtresses de Séléné pour combattre les fléaux lycanthropiques. Chaque sanctuaire lunaire en produit quelques kilos par décennie.,Essentiel pour les chasseurs de monstres et les ordres religieux lunaires. Symbole de pureté et de lumière dans les ténèbres.,68e23193257680f95476a807,2025-10-05T08:51:31.275000,2025-10-05T08:51:31.275000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
